Source,Target
marelo,senhor
senhor,presidente
presidente,filha
filha,filha
filha,esposa
esposa,mãe
mãe,famílias
famílias,brasileiros
brasileiros,quero
quero,fazer
fazer,menção
menção,especial
especial,região
região,querida
querida,levando
levando,consideração
consideração,senhor
senhor,presidente
presidente,legitimidade
legitimidade,protestos
protestos,vozes
vozes,ruas
ruas,legalidade
legalidade,governabilidade
governabilidade,país
país,voto
voto,senhor
senhor,presidente
presidente,abençoe
abençoe,votou
votou,acumulou
acumulou,votos
votos,aro
aro,phs
phs,senhor
senhor,presidente
presidente,importante
importante,pessoas
pessoas,saibam
saibam,vim
vim,vem
vem,caminha
caminha,povo
povo,Mineiro
Mineiro,aponta
aponta,senhor
senhor,presidente
presidente,voto
voto,ar
ar,votou
votou,acumulou
acumulou,votos
votos,netos
netos,esperando
esperando,mamãe
mamãe,famía
famía,uaba
uaba,produção
produção,emprego
emprego,país
país,ubera
ubera,voto
voto,Presidente
Presidente,responsabilidade
responsabilidade,votou
votou,acumulou
acumulou,votos
votos,tradições
tradições,libertárias
libertárias,minas
minas,tientes
tientes,digo
digo,corrupção
corrupção,fraude
fraude,digo
digo,estelionato
estelionato,eleitoral
eleitoral,obstrução
obstrução,biombo
biombo,autoriza
autoriza,assalto
assalto,país
país,constituição
constituição,mão
mão,coração
coração,digo
digo,minais
minais,votos
votos,deputada
deputada,senhoras
senhoras,parlamentares
parlamentares,senhores
senhores,parlamentares
parlamentares,ouvindo
ouvindo,atenção
atenção,oradores
oradores,precederam
precederam,observei
observei,espanto
espanto,maioria
maioria,deputados
deputados,apoiam
apoiam,impeach
impeach,fazem
fazem,familiares
familiares,aniversários
aniversários,situação
situação,maisas
maisas,nome
nome,aludem
aludem,crime
crime,responsabilidade
responsabilidade,causa
causa,constitucional
constitucional,aludem
aludem,crime
crime,existe
existe,presidenta
presidenta,cometeu
cometeu,crime
crime,mulher
mulher,decente
decente,vota
vota,deputada
deputada,senhores
senhores,ouvi
ouvi,ouvi
ouvi,mencionando
mencionando,razões
razões,quero
quero,falar
falar,nome
nome,democracia
democracia,homenagem
homenagem,redes
redes,ruas
ruas,lutando
lutando,democracia
democracia,golpe
golpe,voto
voto,golpe
golpe,golpistas
golpistas,deputada
deputada,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,deputado
deputado,marer
marer,senhor
senhor,presidente
presidente,corrigir
corrigir,situação
situação,quero
quero,mandar
mandar,abraço
abraço,mencionei
mencionei,filho
filho,filho
filho,beijo
beijo,Deputado
Deputado,vota
vota,Presidente
Presidente,senhores
senhores,deputados
deputados,senhoras
senhoras,deputadas
deputadas,tenho
tenho,idade
idade,rebelde
rebelde,tem
tem,idade
idade,ter
ter,esperança
esperança,momento
momento,momento
momento,gente
gente,precisa
precisa,precisamos
precisamos,mudança
mudança,votar
votar,Senor
Senor,Presidente
Presidente,estado
estado,votou
votou,acumulou
acumulou,votos
votos,Presidente
Presidente,ocupei
ocupei,cargo
cargo,Ministro
Ministro,estado
estado,atual
atual,governo
governo,guardarei
guardarei,gratidão
gratidão,comigo
comigo,honrando
honrando,lealdade
lealdade,condição
condição,secretário
secretário,honrado
honrado,presidente
presidente,partido
partido,m
m,acompanhando
acompanhando,bancada
bancada,deputados
deputados,federais
federais,acompanhando
acompanhando,bancada
bancada,esperando
esperando,crescimento
crescimento,transporte
transporte,país
país,situação
situação,quero
quero,senhor
senhor,presidente
presidente,dizer
dizer,alma
alma,pensando
pensando,família
família,esposa
esposa,filhos
filhos,netos
netos,conterrâneos
conterrâneos,querida
querida,voto
voto,votou
votou,acumulou
acumulou,votos
votos,senhoras
senhoras,senhores
senhores,cidadãos
cidadãos,cidadãs
cidadãs,população
população,brasileira
brasileira,ruas
ruas,manifestações
manifestações,contrária
contrária,corrupção
corrupção,saibam
saibam,sagrado
sagrado,estado
estado,democrático
democrático,direito
direito,Constituição
Constituição,cumprir
cumprir,regra
regra,significa
significa,votar
votar,Deputado
Deputado,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,colegas
colegas,parlamentares
parlamentares,respeito
respeito,eleitores
eleitores,mineiros
mineiros,confiaram
confiaram,voto
voto,sucer
sucer,pai
pai,hospital
hospital,câncer
câncer,transparência
transparência,corrupção
corrupção,resgate
resgate,novas
novas,esperanças
esperanças,resgate
resgate,credibilidade
credibilidade,política
política,social
social,votou
votou,acumulou
acumulou,votos
votos,Deputado
Deputado,nton
nton,senhor
senhor,presidente
presidente,senhoras
senhoras,senhores
senhores,parlamentares
parlamentares,dirijo-me
dirijo-me,população
população,brasileira
brasileira,momento
momento,especial
especial,famílias
famílias,quero
quero,dizer
dizer,retomada
retomada,crescimento
crescimento,país
país,país
país,melhor
melhor,fiscalmente
fiscalmente,responsável
responsável,renovação
renovação,corações
corações,brasileiros
brasileiros,nton
nton,voto
voto,votou
votou,acumulado
acumulado,votos
votos,votos
votos,Deputado
Deputado,leão
leão,senhor
senhor,presidente
presidente,renasça
renasça,novo
novo,dia
dia,país
país,lares
lares,milhares
milhares,brasileiros
brasileiros,mineiros
mineiros,região
região,querida
querida,abençoe
abençoe,novo
novo,dia
dia,voto
voto,pod
pod,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,respeito
respeito,voto
voto,popular
popular,presidenta
presidenta,cometeu
cometeu,crime
crime,responsabilidade
responsabilidade,movimentos
movimentos,8:04:50
8:04:50,sociais
sociais,reforma
reforma,agrária
agrária,ruas
ruas,exigindo
exigindo,respeito
respeito,Constituição
Constituição,povo
povo,latino-americano
latino-americano,voto
voto,luta
luta,continua
continua,companheiros
companheiros,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,Deputado
Deputado,patru
patru,vota
vota,colegas
colegas,deputadas
deputadas,deputados
deputados,Boa
Boa,noite
noite,sexagenária
sexagenária,caminhada
caminhada,militante
militante,político
político,social
social,vi
vi,ouvi
ouvi,afrontas
afrontas,quarto
quarto,sétimo
sétimo,mandamentos
mandamentos,lei
lei,quero
quero,dizer
dizer,colegas
colegas,deputadas
deputadas,deputados
deputados,reassumir
reassumir,casa
casa,mandato
mandato,povo
povo,confiou
confiou,urnas
urnas,lutar
lutar,golpes
golpes,forças
forças,conservadoras
conservadoras,querem
querem,impor
impor,país
país,golpe
golpe,lutar
lutar,golpe
golpe,presidenta
presidenta,lutar
lutar,golpe
golpe,democracia
democracia,brasileira
brasileira,último
último,quero
quero,denunciar
denunciar,população
população,brasileira
brasileira,testemunha
testemunha,golpe
golpe,políticas
políticas,sociais
sociais,bolso
bolso,família
família,golpe
golpe,golpe
golpe,pobres
pobres,voto
voto,passarão
passarão,passarão
passarão,Deputado
Deputado,patru
patru,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,abca
abca,senhor
senhor,presidente
presidente,há
há,golpe
golpe,curso
curso,país
país,absoluto
absoluto,respeito
respeito,convicção
convicção,cumprindo
cumprindo,dever
dever,patriótico
patriótico,faço
faço,voto
voto,senhor
senhor,presidente
presidente,impedimento
impedimento,presidente
presidente,república
república,pstb
pstb,acumulou
acumulou,votos
votos,deputada
deputada,senhor
senhor,presidente
presidente,voto
voto,homenagem
homenagem,vítimas
vítimas,voto
voto,dizer
dizer,tem
tem,jeito
jeito,prefeito
prefeito,mostra
mostra,gestão
gestão,voto
voto,mones
mones,minais
minais,acumul
acumul,doas
doas,permanecer
permanecer,ruas
ruas,legislatura
legislatura,tem
tem,lugar
lugar,história
história,história
história,legislatura
legislatura,revanchista
revanchista,acha
acha,cabe
cabe,capitalismo
capitalismo,brasileiro
brasileiro,querem
querem,rasgar
rasgar,constituição
constituição,presidente
presidente,transforma
transforma,legislatura
legislatura,tribunal
tribunal,exceção
exceção,querem
querem,caçar
caçar,presidente
presidente,honesta
honesta,querem
querem,caçar
caçar,presidente
presidente,cometeu
cometeu,crime
crime,querem
querem,nome
nome,corrupção
corrupção,seletiva
seletiva,enriquecer
enriquecer,presidente
presidente,beneficiário
beneficiário,corrupção
corrupção,presidenta
presidenta,vítima
vítima,processo
processo,golpe
golpe,luta
luta,golpistas
golpistas,luta
luta,votou
votou,totalizando
totalizando,votos
votos,contrários
contrários,senhor
senhor,presidente
presidente,futuro
futuro,crianças
crianças,filhos
filhos,minas
minas,voto
voto,presid
presid,votou
votou,votos
votos,futuro
futuro,melhor
melhor,gente
gente,precisamos
precisamos,reconstruir
reconstruir,país
país,arrasado
arrasado,quadrilha
quadrilha,precisamos
precisamos,dar
dar,famílias
famílias,brasileiras
brasileiras,exemplos
exemplos,ensinamentos
ensinamentos,pai
pai,filhos
filhos,família
família,memória
memória,honra
honra,bandeira
bandeira,impedimento
impedimento,presidente
presidente,república
república,pspb
pspb,votou
votou,votos
votos,acumulados
acumulados,senhor
senhor,presidente
presidente,senhores
senhores,senhoras
senhoras,parlamentares
parlamentares,político
político,decisão
decisão,baseia
baseia,entendimento
entendimento,parte
parte,considerável
considerável,comunidade
comunidade,jurídica
jurídica,brasileira
brasileira,respeito
respeito,glorioso
glorioso,histórico
histórico,razão
razão,vontade
vontade,vontade
vontade,manifesta
manifesta,sincera
sincera,povo
povo,brasileiros
brasileiros,voto
voto,simo
simo,pachec
pachec,votou
votou,votos
votos,senhoras
senhoras,senhores
senhores,deputados
deputados,senhor
senhor,presidente
presidente,decisão
decisão,unânime
unânime,levou
levou,conta
conta,relatório
relatório,deputado
deputado,jovair
jovair,segundo
segundo,lugar
lugar,pesou
pesou,descalabro
descalabro,econômico
econômico,vivendo
vivendo,recu
recu,8:12:29
8:12:29,políticas
políticas,sociais
sociais,temos
temos,saúde
saúde,frangalhos
frangalhos,temos
temos,educação
educação,cada
cada,dificuldades
dificuldades,questão
questão,reduzido
reduzido,recursos
recursos,área
área,pergunta
pergunta,perpassou
perpassou,decisão
decisão,unânime
unânime,dá
dá,conta
conta,esperar
esperar,Portanto
Portanto,voto
voto,voto
voto,unânime
unânime,Deputado
Deputado,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,filho
filho,voto
voto,futuras
futuras,gerações
gerações,crianças
crianças,quero
quero,homenagear
homenagear,guerreiros
guerreiros,guerreiras
guerreiras,família
família,quadrangular
quadrangular,há
há,anos
anos,contribui
contribui,melhor
melhor,existe
existe,provérbio
provérbio,diz
diz,terra
terra,ouro
ouro,mineiro
mineiro,silêncio
silêncio,passo
passo,estee
estee,Mineiro
Mineiro,ficar
ficar,silêncio
silêncio,ter
ter,pitma
pitma,votou
votou,votos
votos,acumulados
acumulados,deputado
deputado,gozaga
gozaga,senhor
senhor,presidente
presidente,policial
policial,militar
militar,categoria
categoria,trabalhadores
trabalhadores,vive
vive,morre
morre,dias
dias,vítimas
vítimas,anuais
anuais,consequência
consequência,impunidade
impunidade,impunidade
impunidade,tem
tem,mãe
mãe,tem
tem,origem
origem,tem
tem,corrupção
corrupção,acreditar
acreditar,poder
poder,contribuir
contribuir,combate
combate,corrupção
corrupção,combate
combate,impunidade
impunidade,níveis
níveis,governo
governo,casa
casa,direita
direita,esquerda
esquerda,voto
voto,zaga
zaga,votou
votou,acumulado
acumulado,votos
votos,Deputado
Deputado,exército
exército,brasileiro
brasileiro,quero
quero,senhor
senhor,presidente
presidente,nome
nome,amigos
amigos,trouxe
trouxe,voto
voto,votou
votou,votos
votos,acumulados
acumulados,Deputado
Deputado,humildade
humildade,humildade
humildade,respeito
respeito,amada
amada,iit
iit,pedimos
pedimos,punição
punição,punição
punição,exemplar
exemplar,políticos
políticos,juntaram
juntaram,milionários
milionários,há
há,anos
anos,partidos
partidos,governos
governos,conform
conform,lavato
lavato,quero
quero,pedir
pedir,sabedoria
sabedoria,enganar
enganar,população
população,encontrar
encontrar,caminho
caminho,roubar
roubar,faltar
faltar,recurso
recurso,peço
peço,minis
minis,votos
votos,Deputado
Deputado,edon
edon,pmb
pmb,repudio
repudio,negociação
negociação,cargos
cargos,feita
feita,vista
vista,governo
governo,repudio
repudio,negociação
negociação,cargos
cargos,feito
feito,prazo
prazo,temer
temer,tem
tem,crime
crime,responsabilidade
responsabilidade,tem
tem,crime
crime,responsabilidade
responsabilidade,temer
temer,cartão
cartão,vermelho
vermelho,vermelho
vermelho,temer
temer,cão
cão,vermelho
vermelho,paraficar
paraficar,país
país,constituinte
constituinte,exclusiva
exclusiva,paraficar
paraficar,país
país,novas
novas,eleições
eleições,reforma
reforma,política
política,voto
voto,votou
votou,acumulou
acumulou,votos
votos,exão
exão,rural
rural,brasileira
brasileira,família
família,nome
nome,liberdade
liberdade,voto
voto,simé
simé,votou
votou,acumulou
acumulou,votos
votos,Estado
Estado,seguida
