#Sentença,Texto da Sentença,Polaridade,Subjetividade
1467,partido maioria absoluta fechou questão líder processo riro,0.0,0.0
1468,partido progressista votou acumulou votos solidariedade voto fundamentado relatório aprovado comissão especial responsabilidade presidente feriu Constituição tentou constituição lei orçamentária editou créditos autorização reais crime fez empréstimos bancos públicos proibidos lei responsabilidade fiscal crime responsabilidade improbidade administrativa participou compra fraudulenta passadina ladra dinheiro passadina parar conta responderá julgamento político crime responsabilidade responder responder justiça tradição luta coragem povo lutou dia votar grandeza povo solidariedade votou acumulou votos,0.0,0.0
1469,Deputado senhor presidente senhores,0.0,0.0
1470,senhores deputados rogo ilumine caminhos caminhos,0.0,0.0
1471,Estado democrático direito seguindo partido voto votou votos contrários,0.0,0.0
1472,Deputado filho,0.0,0.0
1473,Democratas senhor presidente coerência fez oposição apontando erros equívocos mentiras apontando crimes responsabilidade causaram rombo orçamento farra dinheiro público paga conta cidadão empresas fechando pais mães família desempregados fundos pensão dinheiro aposentados senhor presidente remédio governo irresponsável previsto,0.0,0.0
1474,Constituição impeachment realizado congresso fiscalizado é amor família voto,0.0,0.0
1475,Senor presidente totalizando votos,0.0,0.0
1476,Deputado casa povo estado convicto necessidade união processo retome crescimento desenvolvimento voto votou votos ato ato ilegítimo golpe estrupo,0.0,0.0
1477,democracia deveria ter sairo presidido reagir população reagir golpe golpistas parece turma torno corção aumentando nome democracia nome trabalhadores reagir ruas votamos deputado luí votou totalizando vos Deputado senhor presidente ecoa casa ruas nação exige mudança nação terá mudanç corrup qualidade saúde educação segurança país honra eleitores companheiros médicos área saúde conterrâneos querida impítima,0.0,0.0
1478,Aplausos votou 8:55:04 votos acumulados deputado exigência respeito,0.0,0.0
1479,Carrego efeito confiança voto mudança forç voto,0.0,0.0
1480,Aplausos simun dizendo votou votos acumulados,0.0,0.0
1481,Deputado rulo gove senhor presidente chegar casa pedimos confiança população estado querida população pede mudança população aceita modelo administrativo implantado país população segmentos,0.0,0.0
1482,sociedade fizeram decidisse instante futuro precisa precisamos unir somar governo coalizão futuro país senhor presidente senhor presidente jovem vereador assassinado combatia corrupção votando combate corrupção fim corrupção senhor presidente nome nome presidente botou acumulou votos,0.0,0.0
1483,Deputado senhor presidente senhor presidente,0.0,0.0
1484,senhoras,0.0,0.0
1485,senhores parlamentares equilíbrio moderação,0.0,0.0
1486,momento paroxístico país exige responsabilidade jurídica consciência política votos,0.0,0.0
1487,posição favorável prosseguimento,0.0,0.0
1488,processo impedimento,0.0,0.0
1489,presidente vcio re votos acumulados,0.0,0.0
1490,Deputado senhor presidente senhoras deputadas senhores deputados democracia sabendo resolver problemas país defendendo novas eleições voto senhor presidente,0.0,0.0
1491,Deputado votou totalizando votos presidente deputados deputadas orgulho momento histórico representar estado ome olhar futuro apostar boa política renovação brasileiro pedaladas fiscais aconteceram momento certo mudar hora mudar voto senhor presidente votos estado seguida primeiro parlamentar deputada senhor presidente nome querido estado nome eleitores recebi votos poderia ingrato presma presidente justo justo impeach deputado votou totalizando votos contrários impeach jica voto faa sofrer casa chamados fazer parte história lembrei pai ensinou valores vida valores éticos política feita compromisso povo porão voto votos acumulados pernambucanos forma especial honraram representação política casa fazendo merecida homenagem grandes,0.0,0.0
1492,parlamentares pernambucanos raula estivessem condição titular votariam votar pelaa,0.1,0.1
1493,partido estado acumulou votos,0.0,0.0
1494,Deputado gotinho solidariedade,0.0,0.0
1495,Presidente convicção carreras família amo maior símbolo volte bandeira verde amarela volto,0.0,0.0
1496,Aplausos pernamb,0.0,0.0
1497,votou acumulou votos povo brasileiro autoriz aura,0.0,0.0
1498,presidente cometeu pedaladas fiscais gerou rombo presidente publicou decretos autorização casa casa,0.0,0.0
1499,Povo dando prejuízo presidente infringiu julgada,0.0,0.0
1500,Senado responder crimes responsabilidade cometeu é impit pernamb votou acumulou votos favor respeitar voto favor estado voto número favorável abertura processo autorizar,0.0,0.0
1501,Senado aer investigação julgar voto teremos ter necessários autorizar abertura processo,0.0,0.0
1502,Presidente favor quero reservou poder quanta honra destino reservou poder voz saiu grito esperança,0.0,0.0
1503,brasileiros senhoras senhores faltou comigo histórias luta democracia digo futuro votos favoráveis,0.0,0.0
1504,câmara autoriza abertura processo impitma presidente faltam votos deputados total gente observa comemorações deputados fizeram votação majoritárias ter deputados autoriz abertura,0.0,0.75
1505,processo tempo líder minoria partido oposição governo presidente deputado deu voto número deputado estado,0.0,0.0
1506,Pernambuco fase votação deputados,0.0,0.0
1507,estado pernambucano,0.0,0.0
1508,comemoração intensa,0.0,0.0
1509,deputados querem abertura processo impit pode acompanhar tido informações TV,0.0,0.0
1510,câmara comemoração intensa,0.0,0.0
1511,deputados contrários votaram deputados,0.0,0.0
1512,Fazem manifestações pode acompanhar coberturas sociedade brasileira parte sociedade brasileira quer abertura impeachment,0.0,0.0
1513,Ministérios inteiro comemoração querem abertura processo faltam deputados votar presidente segue convocando chamando deputados inscritos estado votar valeu valeu momento história plenário caçou presidente cometeu crime ex-presidente,0.0,0.0
1514,col fato repete novo Presidente ex-presidente cometeu crime responsabilidade usar dinheiro público autorização casa lei voto senhor presidente reassumir mandato ocupando cargo estado entender momento importante vida país cabia gente fazer delegação momento nome confiança povo deu representando estado tem marca lutas libertárias quero momento importante virada página prestar homenagem grande deu valor gente vida nome diferente nome aoli,0.0,0.0
1515,Governador presidente partido nome igual equilibrado educação saúde estado faça entregas população deseja nome pediu coragem mudar presidente Presidente,0.0,0.0
1516,Man utilidade pública celular encontrado lado bem estado votou fonte senhor presidente senhoras,0.0,0.0
1517,senhores deputados,0.0,0.0
1518,lado filho nome 9:10:10 família gostaria pedir abençoe passar filho possa dizer voto possível,0.0,0.0
1519,Deputado possível,0.0,0.0
1520,Deputado passa voto,0.0,0.0
1521,Deputado conclua voto,0.0,0.0
1522,Deputado Deputado conclua voto fonte votou votos deputado senhor presidente voto votou votos colegas deputadas deputados inteiro assistiu há impeach presidente,0.0,0.0
1523,é Desmantelado venho defendendo há tempo eleições,0.0,0.0
1524,Gerais,0.0,0.0
1525,gente ver parlamento brasileiro estados prefeitos olhado povo brasileiro maneira ruim quero dizer nome desistir bom voto estado votou acumulou votos senhoras deputadas senhores deputad evidente,0.0,0.0
1526,Presidente República crimes pedaladas mentiu país mentiu país prometeu coisa campanha fez contrário país fundo poço quebrado arrebentado crédito desmoralizado voto impeachment quero,0.0,0.0
1527,Presidente dizer desconforto ter pessoa excelência presidindo casa excelência agrava cada mais expediente processo político brasileiro macula fica maculado presença jabas votou acumulou votos estádio coutin voto,0.0,0.0
1528,é abertura processo impedimento presidente estado votou acumulou votos deputado grande nome senhor presidente voto signifique,0.0,0.0
1529,Retorno país desenvolvimento econômico gerando emprego gerando renda gerando condições dignas brasileiro família,0.0,0.0
1530,Pernambucana gostaria dedicar voto pernambucanos honraram mandato família especial mulher nedos voto,0.0,0.0
1531,Música real partido votou acumulou votos,0.2,0.30000000000000004
1532,Deputado senhor presidente chego alto proferir célebre frase querido dizia nação quer mudar nação deve mudar nação mudar chego,0.0,0.0
1533,comul orgulho florestano dizer voto,0.0,0.0
1534,estado votou acumulou votos deputada tem canção fala injustiça dói madeira leite pin pcdb vota tombaram democracia país vota brasileiros brasileiras ruas indignados dia dias passaram processo tem réu comandando procedimento,0.0,0.0
1535,impedimento presidenta mulher séria,0.0,0.0
1536,é diz ter luta golpe deputada votou,0.0,0.0
1537,Total votos contrários,0.0,0.75
1538,Presidente prazer quero dizer amigos deputados deputadas prazer est primeiro,0.0,0.0
1539,Mandato poder ajudar melhorar visto povo brasileiro quebrado tem credibilidade país razão queria mandar grande abraço timbaubense cidade,0.0,0.0
1540,estado pernambucanos grande amigo desistir voto estáo votou acumulou votos senhor presidente,0.0,0.0
1541,senhores senhoras venho estado tradições libertárias democráticas presidente cometeu crime responsabilidade regra constitucional povo coloca presidente poder comete crime responsabilidade,0.0,0.0
1542,representantes povo tirar cometeu crime carg ocupa cargo presidente república,0.0,0.0
1543,Cumprindo obrigação constituição votar impit presidente voto acumulou votos,0.0,0.0
1544,Deputado feliz nação senhor defesa vida família moral bons costumes corrupção desistindo voto votou acumulou votos deputado tebaldo senhor presidente político lado tem posição merece respeito pessoas voto voto modifica coisa placar mostra resultado timando venho estado estado grande liderança país começou processo tenho posição formada casa vi companheiros mudarem lado dia manhã noite acho povo julgar mudaram transferiram votos cômodo placar dizer votaria mulher séria honrada presidente voto cidade tem tradição homens sérios querida limiro passou Grandes limiro,0.0,0.25
1545,seriedade voto ait deputado votou totalizando votos contrários senhor presidente deputado sertanejos diferente região metropolitana comungam saída crise impeachment povo sabe,0.0,0.0
1546,procurei opção acompanhar respeito partido abster voto abstenção votos chor choro choro choro maior maior herança homem pode deixar netos bisnetos honra integridade caráter segunda,0.0,0.0
1547,vez parcela elite brasileira deputado parcela elite brasileira torturando presidente dia deveria existir dia futuro história contar alegria triste palavra bonita língua portuguesa votou totalizando votos contrários,0.0,0.0
1548,Deputado senhor presidente afastamento presidente república traumático vida país noite necessária,0.0,0.0
1549,presentes pressupostos políticos jurídicos caracterizam crime responsabilidade presidente sofrendo grande manifestação parlamento brasileiro sentimento maioria sociedade brasileira gente começa reconstruir vida pública país tentar reconstruir precisamos seguir mudando imperativo presidência casa submeta julgamento sociedade brasileira entende possa afastada presidência continue repúdio sociedade líder voto,0.0,0.0
1550,partido votou votou acumulou votos deputado vne senhor presidente política lugar fracos povo sabe dar valor homem público tem posição nome golpe presidente,0.0,0.0
1551,eleito votos votou totalizando votos contrários,0.0,0.0
